  304,  11,  11
  305,   5,   5
  306,  20,  20
  307,  43,  43
  308,  18,  18
  309,  23,  23
  310,  10,  10
  311,  26,  26
  312,  17,  17
  313,  28,  28
  314,  10,  10
  315,  25,  25
  316,  20,  20
  317,  13,  13
  318,  37,  37
  319,   7,   7
  320,  19,  19
  321,  14,  14
  322,  13,  13
  323,  59,  59
  324,  13,  13
  325,  28,  28
  326,  28,  28
  327,  28,  28
  328,  28,  28
  329,  12,  12
  330,  17,  17
  331,  22,  22
  332,   7,   7
  333,  14,  14
  334,  14,  14
  335,  11,  11
  336,   9,   9
  337,  12,  12
  338,  14,  14
  339,  22,  22
  340,  22,  22
  341,  11,  11
  342,  28,  28
  343,  28,  28
  344,  28,  28
  345,  28,  28
  346,  35,  35
  347,  19,  19
  348,  12,  12
  349,  12,  12
  350,  10,  10
  351,  17,  17
  352,   7,   7
  353,  11,  11
  354,  11,  11
  355,  20,  20
  356,  12,  12
  357,  19,  19
  358,  11,  11
  359,   8,   8
  360,   6,   6
  361,  15,  15
  362,  10,  10
  363,  17,  17
  364,   8,   8
  365,  25,  25
  366,  14,  14
  367,  16,  16
  368,  15,  15
  369,  10,  10
  370,  11,  11
  371,  34,  34
  372,  14,  14
  373,  13,  13
  374,  10,  10
  375,   8,   8
  376,  22,  22
  377,  29,  29
  378,  10,  10
  379,  16,  16
  380,  17,  17
  381,  16,  16
  382,  28,  28
  383,   8,   8
  384,  10,  10
  385,   8,   8
  386,   8,   8
  387,  18,  18
  388,  16,  16
  389,  11,  11
  390,  19,  19
  391,   8,   8
  392,   8,   8
  393,   6,   6
  394,   8,   8
  395,  15,  15
  396,  15,  15
  397,   8,   8
  398,  17,  17
  399,   7,   7
  400,   8,   8
  401,  15,  15
  402,  17,  17
  403,  24,  24
  404,  25,  25
  405,  17,  17
  406,  31,  31
  407,  28,  28
  408,  36,  36
  409,  28,  28
  410,   6,   6
  411,  18,  18
  412,  11,  11
  413,   8,   8
  414,  11,  11
  415,  11,  11
  416,  20,  20
  417,  20,  20
  418,   7,   7
  419,  10,  10
  420,   7,   7
  421,  26,  26
  422,  19,  19
  423,  10,  10
  424,  19,  19
  425,  10,  10
  426,   9,   9
  427,  28,  28
  428,  28,  28
  429,  29,  29
  430,  29,  29
  431,  28,  28
  432,  17,  17
  433,  20,  20
  434,  28,  28
  435,   8,   8
  436,  23,  23
  437,  12,  12
  438,  28,  28
  439,   9,   9
  440,   8,   8
  441,  12,  12
  442,   8,   8
  443,   8,   8
  444,   8,   8
  445,   8,   8
  446,  14,  14
  447,   8,   8
  448,  12,  12
  449,  20,  20
  450,  11,  11
  451,  13,  13
  452,  14,  14
  453,  10,  10
  454,  10,  10
  455,  14,  14
  456,  12,  12
  457,  30,  30
  458,  16,  16
  459,   7,   7
  460,   8,   8
  461,  16,  16
  462,   8,   8
  463,  26,  26
  464,  26,  26
  465,  30,  30
  466,  29,  29
  467,  13,  13
  468,  29,  29
  469,  10,  10
  470,   7,   7
  471,   6,   6
  472,  11,  11
  473,  32,  32
  474,   8,   8
  475,  11,  11
  476,  22,  22
  477,  32,  32
  478,  10,  10
  479,   7,   7
  480,  24,  24
  481,   8,   8
  482,  18,  18
  483,   8,   8
  484,  17,  17
  485,  14,  14
  486,   7,   7
  487,   7,   7
  488,  10,  10
  489,   7,   7
  490,  10,  10
  491,   8,   8
  492,   8,   8
  493,  13,  13
  494,   6,   6
  495,  11,  11
  496,   8,   8
  497,  10,  10
  498,  12,  12
  499,  10,  10
  500,   8,   8
  501,   6,   6
  502,   9,   9
  503,   9,   9
  504,   5,   5
  505,   6,   6
  506,   8,   8
  507,   8,   8
  508,   6,   6
  509,   5,   5
  510,   7,   7
  511,   8,   8
  512,   7,   7
  513,  19,  19
  514,   7,   7
  515,  10,  10
  516,  12,  12
  517,  10,  10
  518,  11,  11
  519,   6,   6
  520,  10,  10
  521,   7,   7
  522,   7,   7
  523,   6,   6
  524,  19,  19
  525,  14,  14
  526,  23,  23
  527,  14,  14
  528,   8,   8
  529,  11,  11
  530,  11,  11
  531,  16,  16
  532,  23,  23
  533,  10,  10
  534,  20,  20
  535,  18,  18
  536,  10,  10
  537,  16,  16
  538,  11,  11
  539,  14,  14
  540,  26,  26
  541,  12,  12
  542,  23,  23
  543,  15,  15
  544,  16,  16
  545,  17,  17
  546,   9,   9
  547,  14,  14
  548,   6,   6
  549,   6,   6
  550,   5,   5
  551,  10,  10
  552,  16,  16
  553,  12,  12
  554,  14,  14
  555,  18,  18
  556,  32,  32
  557,  13,  13
  558,  18,  18
  559,  29,  29
  560,  33,  33
  561,  16,  16
  562,  14,  14
  563,   8,   8
  564,  22,  22
  565,  28,  28
  566,  19,  19
  567,  19,  19
  568,  29,  29
  569,  11,  11
  570,  19,  19
  571,  16,  16
  572,  11,  11
  573,  22,  22
  574,  20,  20
  575,  14,  14
  576,  43,  43
  577,  52,  52
  578,  15,  15
  579,  13,  13
  580,   5,   5
  581,  10,  10
  582,  12,  12
  583,   6,   6
  584,  12,  12
  585,  16,  16
  586,   7,   7
  587,   9,   9
  588,   6,   6
  589,   8,   8
  590,  34,  34
  591,  21,  21
  592,   8,   8
  593,  17,  17
  594,  24,  24
  595,   7,   7
  596,  10,  10
  597,  12,  12
  598,  10,  10
  599,  10,  10
  600,  10,  10
  601,  10,  10
  602,  11,  11
  603,   8,   8
  604,   7,   7
  605,   8,   8
  606,   8,   8
  607,  26,  26
  608,  11,  11
  609,   7,   7
  610,   8,   8
  611,  12,  12
  612,  25,  25
  613,  17,  17
  614,  19,  19
  615,  19,  19
  616,   7,   7
  617,   8,   8
  618,   7,   7
  619,   8,   8
  620,  17,  17
  621,  11,  11
  622,  17,  17
  623,  25,  25
  624,  12,  12
  625,  25,  25
  626,  16,  16
  627,   8,   8
  628,   7,   7
  629,  16,  16
  630,  20,  20
  631,  11,  11
  632,  10,  10
  633,  16,  16
  634,  10,  10
  635,  13,  13
  636,  17,  17
  637,   8,   8
  638,   7,   7
  639,  14,  14
  640,  11,  11
  641,   8,   8
  642,  16,  16
  643,   7,   7
  644,   8,   8
  645,  11,  11
  646,  11,  11
  647,  16,  16
  648,  14,  14
  649,  16,  16
  650,  23,  23
  651,  20,  20
  652,  15,  15
  653,  19,  19
  654,  12,  12
  655,  21,  21
  656,  32,  32
  657,  23,  23
  658,  28,  28
  659,  28,  28
  660,  28,  28
  661,  28,  28
  662,  28,  28
  663,  43,  43
  664,  28,  28
  665,  28,  28
  666,  28,  28
  667,  28,  28
  668,  28,  28
  669,  28,  28
  670,  28,  28
  671,  28,  28
  672,  28,  28
  673,  29,  29
  674,  24,  24
  675,  23,  23
  676,  29,  29
  677,  31,  31
  678,  26,  26
  679,  43,  43
  680,  19,  19
  681,  28,  28
  682,  22,  22
  683,  12,  12
  684,  17,  17
  685,  26,  26
  686,  23,  23
  687,  29,  29
  688,  22,  22
  689,  26,  26
  690,  29,  29
  691,  14,  14
  692,  29,  29
  693,  18,  18
  694,  28,  28
  695,  31,  31
  696,  28,  28
  697,  28,  28
  698,  28,  28
  699,  28,  28
  700,  28,  28
  701,  20,  20
  702,  28,  28
  703,  28,  28
  704,  28,  28
  705,  28,  28
  706,  28,  28
  707,  28,  28
  708,  28,  28
  709,  23,  23
  710,  28,  28
  711,  23,  23
  712,  28,  28
  713,  28,  28
  714,  28,  28
  715,  28,  28
  716,  28,  28
  717,  28,  28
  718,  28,  28
  719,  23,  23
  720,  28,  28
  721,  28,  28
  722,  28,  28
  723,  28,  28
  724,  18,  18
  725,  22,  22
  726,  17,  17
  727,  22,  22
  728,  25,  25
  729,  22,  22
  730,  32,  32
  731,  29,  29
  732,  28,  28
  733,  32,  32
  734,  28,  28
  735,  20,  20
  736,  29,  29
  737,  26,  26
  738,  37,  37
  739,  26,  26
  740,  11,  11
  741,  28,  28
  742,  22,  22
  743,  33,  33
  744,  22,  22
  745,  31,  31
  746,  20,  20
  747,  23,  23
  748,  22,  22
  749,  25,  25
  750,  26,  26
  751,  31,  31
  752,  28,  28
  753,  18,  18
  754,  22,  22
  755,  19,  19
  756,  38,  38
  757,  23,  23
  758,  23,  23
  759,  35,  35
  760,  31,  31
  761,  16,  16
  762,  16,  16
  763,  20,  20
  764,  20,  20
  765,  22,  22
  766,  20,  20
  767,  14,  14
  768,  20,  20
  769,  23,  23
  770,  12,  12
  771,  25,  25
  772,  34,  34
  773,  26,  26
  774,  12,  12
  775,  37,  37
  776,  31,  31
  777,  23,  23
  778,  23,  23
  779,  29,  29
  780,  49,  49
  781,  20,  20
  782,  16,  16
  783,  26,  26
  784,  28,  28
  785,  14,  14
  786,  30,  30
  787,  16,  16
  788,  22,  22
  789,  25,  25
  790,  17,  17
  791,  22,  22
  792,  22,  22
  793,  26,  26
  794,  33,  33
  795,  17,  17
  796,  29,  29
  797,  24,  24
  798,  14,  14
  799,  28,  28
  800,  28,  28
  801,  20,  20
  802,  23,  23
  803,  28,  28
  804,  22,  22
  805,  23,  23
  806,  22,  22
  807,  26,  26
  808,  26,  26
  809,  12,  12
  810,  20,  20
  811,  17,  17
  812,  17,  17
  813,  26,  26
  814,  26,  26
  815,  28,  28
  816,  33,  33
  817,  14,  14
  818,  16,  16
  819,  20,  20
  820,  23,  23
  821,  20,  20
  822,  37,  37
  823,  20,  20
  824,  20,  20
  825,  20,  20
  826,  11,  11
  827,  14,  14
  828,   8,   8
  829,  23,  23
  830,  16,  16
  831,  12,  12
  832,  14,  14
  833,  24,  24
  834,   6,   6
  835,  12,  12
  836,  17,  17
  837,  17,  17
  838,  17,  17
  839,  21,  21
  840,  32,  32
  841,  32,  32
  842,  30,  30
  843,  30,  30
  844,  17,  17
  845,  22,  22
  846,   8,   8
  847,  14,  14
  848,  22,  22
  849,   8,   8
  850,  19,  19
  851,  10,  10
  852,  14,  14
  853,  19,  19
  854,   6,   6
  855,  25,  25
  856,  11,  11
  857,  20,  20
  858,  23,  23
  859,  17,  17
  860,  17,  17
  861,  23,  23
  862,  30,  30
  863,  17,  17
  864,  18,  18
  865,  12,  12
  866,  38,  38
  867,  10,  10
  868,  10,  10
  869,   8,   8
  870,  12,  12
  871,  17,  17
  872,  13,  13
  873,   7,   7
  874,  22,  22
  875,  12,  12
  876,  22,  22
  877,  14,  14
  878,  14,  14
  879,  12,  12
  880,   9,   9
  881,  12,  12
  882,  11,  11
  883,   8,   8
  884,  10,  10
  885,  11,  11
  886,  24,  24
  887,  16,  16
  888,  28,  28
  889,  16,  16
  890,  14,  14
  891,  12,  12
  892,  14,  14
  893,  12,  12
  894,  38,  38
  895,  23,  23
  896,  18,  18
  897,  19,  19
  898,   8,   8
  899,   8,   8
  900,  13,  13
  901,  26,  26
  902,  31,  31
  903,  14,  14
  904,  26,  26
  905,  25,  25
  906,  14,  14
  907,  27,  27
  908,  24,  24
  909,  10,  10
  910,  16,  16
  911,  23,  23
  912,  30,  30
  913,  16,  16
  914,  27,  27
  915,   6,   6
  916,  34,  34
  917,  29,  29
  918,  11,  11
  919,  15,  15
  920,  26,  26
  921,  18,  18
  922,  26,  26
  923,  17,  17
  924,  22,  22
  925,  35,  35
  926,  26,  26
  927,  37,  37
  928,  21,  21
  929,  25,  25
  930,  22,  22
  931,  18,  18
  932,  23,  23
  933,  23,  23
  934,  29,  29
  935,  44,  44
  936,  34,  34
  937,  38,  38
  938,  20,  20
  939,  20,  20
  940,  26,  26
  941,  18,  18
  942,  15,  15
  943,  10,  10
  944,  26,  26
  945,  11,  11
  946,  48,  48
  947,  12,  12
  948,  16,  16
  949,   8,   8
  950,  16,  16
  951,   9,   9
  952,  11,  11
  953,  12,  12
  954,  14,  14
  955,  11,  11
  956,  10,  10
  957,   8,   8
  958,   8,   8
  959,  17,  17
  960,  10,  10
  961,  30,  30
  962,  25,  25
  963,  26,  26
  964,  32,  32
  965,  24,  24
  966,  17,  17
  967,  14,  14
  968,  28,  28
  969,  21,  21
  970,  10,  10
  971,  12,  12
  972,  14,  14
  973,  26,  26
  974,  17,  17
  975,  23,  23
  976,  26,  26
  977,  34,  34
  978,   8,   8
  979,  13,  13
  980,  23,  23
  981,  11,  11
  982,  38,  38
  983,  11,  11
  984,  22,  22
  985,  18,  18
  986,  29,  29
  987,  33,  33
  988,  12,  12
  989,  10,  10
  990,   8,   8
  991,  10,  10
  992,   9,   9
  993,  19,  19
  994,  12,  12
  995,  34,  34
  996,   9,   9
  997,  19,  19
  998,  12,  12
  999,  17,  17
 1000,   8,   8
 1001,   8,   8
 1002,   8,   8
 1003,  26,  26
 1004,  16,  16
 1005,  10,  10
 1006,  10,  10
 1007,  17,  17
 1008,  22,  22
 1009,  17,  17
 1010,  14,  14
 1011,  10,  10
 1012,  28,  28
 1013,  16,  16
 1014,  16,  16
 1015,  10,  10
 1016,  20,  20
 1017,  34,  34
 1018,  22,  22
 1019,  17,  17
 1020,  17,  17
 1021,   8,   8
 1022,  26,  26
 1023,  17,  17
 1024,  10,  10
 1025,  28,  28
 1026,   9,   9
 1027,   8,   8
 1028,  25,  25
 1029,  22,  22
 1030,  24,  24
 1031,  37,  37
 1032,  23,  23
 1033,  16,  16
 1034,  22,  22
 1035,  18,  18
 1036,  22,  22
 1037,  43,  43
 1038,  35,  35
 1039,  14,  14
 1040,  17,  17
 1041,  28,  28
 1042,  17,  17
 1043,  16,  16
 1044,  20,  20
 1045,  42,  42
 1046,   9,   9
 1047,  52,  52
 1048,  31,  31
 1049,  24,  24
 1050,  29,  29
 1051,  25,  25
 1052,  25,  25
 1053,  17,  17
 1054,  40,  40
 1055,  38,  38
 1056,  14,  14
 1057,  17,  17
 1058,  20,  20
 1059,  15,  15
 1060,  14,  14
 1061,  14,  14
 1062,  21,  21
 1063,  38,  38
 1064,  26,  26
 1065,  31,  31
 1066,  14,  14
 1067,  20,  20
 1068,  14,  14
 1069,  12,  12
 1070,  18,  18
 1071,  42,  42
 1072,  28,  28
 1073,  23,  23
 1074,  19,  19
 1075,  25,  25
 1076,  24,  24
 1077,  23,  23
 1078,  20,  20
 1079,  17,  17
 1080,  24,  24
 1081,  20,  20
 1082,  19,  19
 1083,  24,  24
 1084,  19,  19
 1085,  29,  29
 1086,  28,  28
 1087,  36,  36
 1088,  26,  26
 1089,  34,  34
 1090,   5,   5
 1091,  10,  10
 1092,   7,   7
 1093,  13,  13
 1094,  11,  11
 1095,   8,   8
 1096,   8,   8
 1097,   9,   9
 1098,   7,   7
 1099,  26,  26
 1100,  14,  14
 1101,   7,   7
 1102,   8,   8
 1103,  10,  10
 1104,  17,  17
 1105,  11,  11
 1106,  23,  23
 1107,  11,  11
 1108,  34,  34
 1109,  11,  11
 1110,  21,  21
 1111,  26,  26
 1112,  20,  20
 1113,  34,  34
 1114,  22,  22
 1115,  28,  28
 1116,  21,  21
 1117,  23,  23
 1118,  33,  33
 1119,  22,  22
 1120,  17,  17
 1121,  45,  45
 1122,  36,  36
 1123,  20,  20
 1124,  13,  13
 1125,  20,  20
 1126,  14,  14
 1127,  13,  13
 1128,  28,  28
 1129,  20,  20
 1130,  26,  26
 1131,  11,  11
 1132,  26,  26
 1133,  14,  14
 1134,  21,  21
 1135,  28,  28
 1136,  22,  22
 1137,  26,  26
 1138,  28,  28
 1139,  23,  23
 1140,  17,  17
 1141,  22,  22
 1142,  18,  18
 1143,  28,  28
 1144,  23,  23
 1145,  23,  23
 1146,  16,  16
 1147,  28,  28
 1148,  16,  16
 1149,  17,  17
 1150,  21,  21
 1151,  28,  28
 1152,  30,  30
 1153,  17,  17
 1154,  26,  26
 1155,  29,  29
 1156,  16,  16
 1157,  26,  26
 1158,  12,  12
 1159,  26,  26
 1160,  12,  12
 1161,  16,  16
 1162,   8,   8
 1163,  17,  17
 1164,  25,  25
 1165,  17,  17
 1166,  18,  18
 1167,  25,  25
 1168,  21,  21
 1169,  28,  28
 1170,  14,  14
 1171,  13,  13
 1172,  23,  23
 1173,  18,  18
 1174,  23,  23
 1175,  20,  20
 1176,   9,   9
 1177,  15,  15
 1178,  15,  15
 1179,  15,  15
 1180,  11,  11
 1181,  22,  22
 1182,  13,  13
 1183,  20,  20
 1184,  10,  10
 1185,  13,  13
 1186,  12,  12
 1187,  13,  13
 1188,  31,  31
 1189,  12,  12
 1190,   9,   9
 1191,  34,  34
 1192,  10,  10
 1193,  12,  12
 1194,  17,  17
 1195,  19,  19
 1196,  41,  41
 1197,  22,  22
 1198,  24,  24
 1199,  27,  27
 1200,  30,  30
 1201,  26,  26
 1202,  19,  19
 1203,  18,  18
 1204,  32,  32
 1205,  17,  17
 1206,  31,  31
 1207,  21,  21
 1208,  23,  23
 1209,  32,  32
 1210,  25,  25
 1211,  37,  37
 1212,  34,  34
 1213,  19,  19
 1214,  25,  25
 1215,  26,  26
 1216,  12,  12
 1217,  25,  25
 1218,  28,  28
 1219,  19,  19
 1220,  17,  17
 1221,  11,  11
 1222,  11,  11
 1223,  11,  11
 1224,  14,  14
 1225,  34,  34
 1226,  37,  37
 1227,  11,  11
 1228,  14,  14
 1229,  29,  29
 1230,  17,  17
 1231,   9,   9
 1232,  32,  32
 1233,  21,  21
 1234,  13,  13
 1235,  21,  21
 1236,  17,  17
 1237,  17,  17
 1238,  10,  10
 1239,  19,  19
 1240,  25,  25
 1241,   9,   9
 1242,  16,  16
 1243,  19,  19
 1244,  21,  21
 1245,  28,  28
 1246,  29,  29
 1247,  20,  20
 1248,  29,  29
 1249,  22,  22
 1250,  34,  34
 1251,  29,  29
 1252,  17,  17
 1253,  25,  25
 1254,  14,  14
 1255,  17,  17
 1256,  26,  26
 1257,  24,  24
 1258,  28,  28
 1259,  26,  26
 1260,  17,  17
 1261,  34,  34
 1262,  25,  25
 1263,  13,  13
 1264,  14,  14
 1265,  20,  20
 1266,  14,  14
 1267,  11,  11
 1268,  16,  16
 1269,  19,  19
 1270,  11,  11
 1271,  28,  28
 1272,  18,  18
 1273,  26,  26
 1274,  17,  17
 1275,  12,  12
 1276,  11,  11
 1277,  21,  21
 1278,  21,  21
 1279,  17,  17
 1280,  16,  16
 1281,  29,  29
 1282,  39,  39
 1283,  14,  14
 1284,   7,   7
 1285,  22,  22
 1286,   6,   6
 1287,  17,  17
 1288,  33,  33
 1289,  11,  11
 1290,  22,  22
 1291,  12,  12
 1292,  38,  38
 1293,  44,  44
 1294,   7,   7
 1295,  23,  23
 1296,  13,  13
 1297,   8,   8
 1298,  25,  25
 1299,  16,  16
 1300,  10,  10
 1301,   7,   7
 1302,   7,   7
 1303,   7,   7
 1304,   8,   8
 1305,   9,   9
 1306,  13,  13
 1307,   8,   8
 1308,   8,   8
 1309,  12,  12
 1310,   8,   8
 1311,   8,   8
 1312,   9,   9
 1313,   8,   8
 1314,   7,   7
 1315,   8,   8
 1316,   9,   9
 1317,  10,  10
 1318,  12,  12
 1319,   8,   8
 1320,   8,   8
 1321,   7,   7
 1322,  18,  18
 1323,  37,  37
 1324,  16,  16
 1325,   8,   8
 1326,  17,  17
 1327,  26,  26
 1328,  17,  17
 1329,  10,  10
 1330,  17,  17
 1331,  20,  20
 1332,  16,  16
 1333,   8,   8
 1334,  14,  14
 1335,  14,  14
 1336,   8,   8
 1337,  10,  10
 1338,   9,   9
 1339,  10,  10
 1340,  20,  20
 1341,  13,  13
 1342,  11,  11
 1343,   8,   8
 1344,  11,  11
 1345,  22,  22
 1346,  19,  19
 1347,  10,  10
 1348,   8,   8
 1349,  22,  22
 1350,  28,  28
 1351,  22,  22
 1352,  28,  28
 1353,  28,  28
 1354,  26,  26
 1355,  28,  28
 1356,  17,  17
 1357,  29,  29
 1358,  25,  25
 1359,  12,  12
 1360,  15,  15
 1361,   8,   8
 1362,  10,  10
 1363,  29,  29
 1364,  22,  22
 1365,  17,  17
 1366,  18,  18
 1367,  16,  16
 1368,  15,  15
 1369,  11,  11
 1370,  17,  17
 1371,  11,  11
 1372,  26,  26
 1373,  21,  21
 1374,  22,  22
 1375,  34,  34
 1376,  17,  17
 1377,  20,  20
 1378,  26,  26
 1379,  16,  16
 1380,  22,  22
 1381,   9,   9
 1382,   8,   8
 1383,  18,  18
 1384,  10,  10
 1385,  20,  20
 1386,  18,  18
 1387,  14,  14
 1388,  13,  13
 1389,  23,  23
 1390,  23,  23
 1391,  11,  11
 1392,   8,   8
 1393,  22,  22
 1394,  22,  22
 1395,  22,  22
 1396,  26,  26
 1397,   8,   8
 1398,  23,  23
 1399,   8,   8
 1400,  20,  20
 1401,  29,  29
 1402,  22,  22
 1403,  38,  38
 1404,  24,  24
 1405,  22,  22
 1406,  20,  20
 1407,  11,  11
 1408,  10,  10
 1409,  22,  22
 1410,  10,  10
 1411,  22,  22
 1412,  29,  29
 1413,  28,  28
 1414,  28,  28
 1415,  28,  28
 1416,  26,  26
 1417,  28,  28
 1418,  32,  32
 1419,  17,  17
 1420,  27,  27
 1421,  17,  17
 1422,  12,  12
 1423,  28,  28
 1424,  20,  20
 1425,  26,  26
 1426,  12,  12
 1427,   8,   8
 1428,  26,  26
 1429,  28,  28
 1430,  28,  28
 1431,  33,  33
 1432,  29,  29
 1433,  33,  33
 1434,  14,  14
 1435,  14,  14
 1436,  17,  17
 1437,  17,  17
 1438,  25,  25
 1439,  19,  19
 1440,  28,  28
 1441,  20,  20
 1442,  20,  20
 1443,  43,  43
 1444,  22,  22
 1445,  29,  29
 1446,  14,  14
 1447,  19,  19
 1448,  31,  31
 1449,  22,  22
 1450,  21,  21
 1451,  18,  18
 1452,  23,  23
 1453,  22,  22
 1454,  29,  29
 1455,  24,  24
 1456,  22,  22
 1457,  20,  20
 1458,  22,  22
 1459,  26,  26
 1460,  26,  26
 1461,  38,  38
 1462,  28,  28
 1463,  34,  34
 1464,  15,  15
 1465,  28,  28
 1466,  31,  31
 1467,  10,  10
 1468,  17,  17
 1469,  10,  10
 1470,  11,  11
 1471,  13,  13
 1472,  10,  10
 1473,  18,  18
 1474,  18,  18
 1475,  34,  34
 1476,  16,  16
 1477,   8,   8
 1478,  18,  18
 1479,  14,  14
 1480,  11,  11
 1481,  11,  11
 1482,  13,  13
 1483,  30,  30
 1484,   7,   7
 1485,  37,  37
 1486,  17,  17
 1487,  20,  20
 1488,  38,  38
 1489,  22,  22
 1490,  23,  23
 1491,  18,  18
 1492,  18,  18
 1493,  21,  21
 1494,   6,   6
 1495,   6,   6
 1496,  12,  12
 1497,   8,   8
 1498,  26,  26
 1499,  15,  15
