X	Y	INTENSITY	LAMBDA1	LAMBDA2	V1X	V1Y	V2X	V2Y	GRADX	GRADY
73.333333	34.333333	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
76.333333	40.666667	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
67.333333	48.000000	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
69.333333	63.333333	255.000000	27822247.981952	19711037.146141	0.104795	0.994494	0.994494	-0.104795	0.000000	0.000000
77.000000	59.666667	255.000000	21848400.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
77.333333	54.000000	255.000000	7282800.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
74.333333	60.666667	255.000000	29131200.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
70.666667	60.333333	255.000000	15042299.015025	14283981.673291	0.963713	0.266942	0.266942	-0.963713	0.000000	0.000000
76.333333	63.666667	255.000000	43696800.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
83.000000	39.000000	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
67.666667	59.333333	255.000000	18129245.392992	793034.396857	0.033777	0.999429	0.999429	-0.033777	0.000000	0.000000
83.666667	51.666667	255.000000	7282800.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
86.666667	43.666667	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
93.666667	54.666667	255.000000	7282800.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
87.333333	56.333333	255.000000	14565600.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
89.000000	62.000000	255.000000	36414000.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
85.666667	61.000000	255.000000	29131200.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
93.666667	63.666667	255.000000	43696800.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
93.000000	62.000000	255.000000	36414000.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
95.333333	61.333333	255.000000	34593300.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
87.333333	63.666667	255.000000	43696800.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
93.333333	42.000000	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
81.666667	62.000000	255.000000	36414000.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
84.000000	32.333333	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
80.333333	63.666667	255.000000	43696800.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
93.333333	14.000000	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
65.333333	62.000000	255.000000	25803830.682115	8204257.944305	0.092768	0.995688	0.995688	-0.092768	0.000000	0.000000
104.666667	2.666667	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
108.666667	11.000000	255.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000
