X	Y	INTENSITY	LAMBDA1	LAMBDA2	V1X	V1Y	V2X	V2Y
197.333	283.333	45	54193.3	7399.82	0.131387	-0.991331	-0.991331	-0.131387
200.667	287	27	16310.1	9853.93	0.58497	-0.811055	-0.811055	-0.58497
202.333	283	30	32212.8	14880.5	0.628085	0.778145	0.778145	-0.628085
200.333	294	36	22121.5	6392.23	0.872357	0.488869	0.488869	-0.872357
197.667	292	37	23574.2	10409.4	0.736702	0.676218	0.676218	-0.736702
203.333	288	14	66139.7	7947.38	0.997473	-0.0710432	-0.0710432	-0.997473
203	291.667	39	69267.2	10419.8	0.995131	0.0985629	0.0985629	-0.995131
203.667	284.333	39	34157.7	13556.3	0.999771	-0.0213993	-0.0213993	-0.999771
200.667	284.667	34	28403.1	10588.8	0.13977	0.990184	0.990184	-0.13977
199.333	281.333	8	46440.2	17953.7	0.144946	-0.98944	-0.98944	-0.144946
195.667	296.333	15	31715.6	8235.4	0.488203	0.87273	0.87273	-0.488203
195.667	303.667	37	16608.1	6032.12	0.514179	0.857683	0.857683	-0.514179
193.333	298.667	10	45004.3	7736.02	0.435142	0.900362	0.900362	-0.435142
194.667	308.333	26	115349	4912.22	0.0970551	-0.995279	-0.995279	-0.0970551
194	304.667	32	16113.7	7908.39	0.323584	0.946199	0.946199	-0.323584
197	310.333	37	141263	24393	0.121667	0.992571	0.992571	-0.121667
192.667	311.333	58	231004	26358.9	0.251267	0.967918	0.967918	-0.251267
195.333	301	23	26998.1	3143.04	0.689225	0.724547	0.724547	-0.689225
192	303.667	28	31788.2	3996.65	0.349496	0.936938	0.936938	-0.349496
201.333	299	20	51201.9	3021.27	0.401477	0.915869	0.915869	-0.401477
197.333	297.667	34	19433.7	2357.54	0.830179	0.557496	0.557496	-0.830179
203.667	299.667	24	104254	3800.1	0.29471	0.955587	0.955587	-0.29471
200	301	28	43737.7	1407.05	0.297708	0.954657	0.954657	-0.297708
200	309.333	47	97461.3	10793.4	0.769463	0.638691	0.638691	-0.769463
201.667	304.667	57	78299.6	14607.2	0.664529	0.747262	0.747262	-0.664529
202.667	312.333	116	108823	45790.9	0.906681	0.421818	0.421818	-0.906681
199.333	306.333	48	53657.9	7819.81	0.863489	0.504367	0.504367	-0.863489
204.667	305.333	74	89154.2	13777.2	0.696635	0.717426	0.717426	-0.696635
197.333	300	29	18241.6	2974.92	0.68168	0.731651	0.731651	-0.68168
199.667	297.333	37	21682.6	2065.08	0.713809	0.700341	0.700341	-0.713809
197.667	314	99	201912	28859.3	0.257924	0.966165	0.966165	-0.257924
204.667	287	39	77983.7	9552.03	0.99389	-0.110374	-0.110374	-0.99389
192.667	288.667	10	27002	12220	0.0141938	0.999899	0.999899	-0.0141938
210	285.667	81	49306.1	4882.16	0.472794	0.881173	0.881173	-0.472794
205.333	283.667	43	38931.1	17548.2	0.884979	0.465631	0.465631	-0.884979
208	290	82	105375	28700.3	0.984782	-0.173793	-0.173793	-0.984782
208	287.333	74	70080.3	27626.3	0.933169	0.359437	0.359437	-0.933169
210.667	290	109	59336.6	45345.7	0.665837	-0.746098	-0.746098	-0.665837
206.333	295	24	98370	15149.2	0.877381	-0.479795	-0.479795	-0.877381
212	287.333	78	57895.1	6404.01	0.402993	0.915203	0.915203	-0.402993
206.333	286.333	56	77349	18952	0.999553	0.0298978	0.0298978	-0.999553
214.333	286.667	83	49332.3	28912.6	0.894505	0.447058	0.447058	-0.894505
215.333	285.333	95	82443.5	9206.2	0.999626	0.0273336	0.0273336	-0.999626
218	287	134	78831.5	11415.1	0.997606	-0.06915	-0.06915	-0.997606
216.333	289.333	110	41201.4	24718.5	0.974552	0.224163	0.224163	-0.974552
220	292	117	23408.2	5415.59	0.344198	0.938897	0.938897	-0.344198
218.333	289.333	128	39132	11259.5	0.983526	-0.180769	-0.180769	-0.983526
222.667	292.333	121	30206.4	5467.15	0.39845	0.91719	0.91719	-0.39845
213.667	292.333	126	51040.7	23046.5	0.648053	-0.761595	-0.761595	-0.648053
220.333	286.667	151	51648.8	11601	0.999451	-0.0331272	-0.0331272	-0.999451
210.333	292.333	103	100938	25857.5	0.820989	-0.570944	-0.570944	-0.820989
214.667	283.333	94	79175.3	9134.02	0.98545	0.169965	0.169965	-0.98545
220.333	295.667	125	26091	7796.6	0.902271	0.431169	0.431169	-0.902271
208	299	30	89613.6	42590.6	0.044636	0.999003	0.999003	-0.044636
213	298.667	77	60619.2	31256.5	0.924276	-0.381725	-0.381725	-0.924276
206.333	308.333	111	86900.6	16175.2	0.685518	0.728055	0.728055	-0.685518
207.333	302	70	94374.1	7733.69	0.37646	0.926433	0.926433	-0.37646
208.667	308.333	120	71856	14145.7	0.077015	0.99703	0.99703	-0.077015
205.333	302.333	62	103685	5315.67	0.3059	0.952064	0.952064	-0.3059
209	303	85	47539.3	10783.9	0.45383	0.891088	0.891088	-0.45383
205.667	298	6	77194.3	39931	0.0533236	-0.998577	-0.998577	-0.0533236
213	302.333	80	40086.1	20557.6	0.586344	0.810062	0.810062	-0.586344
216.333	301	95	48148.9	15951	0.909526	0.415647	0.415647	-0.909526
219.667	305.333	128	27452.3	21588.3	0.157496	0.98752	0.98752	-0.157496
215.333	304.667	91	22347.8	18947	0.71225	0.701926	0.701926	-0.71225
213.333	310.333	132	52944.9	22285.9	0.601514	-0.798862	-0.798862	-0.601514
212.667	307	107	52901.5	5123.5	0.211385	-0.977403	-0.977403	-0.211385
219.333	308.667	126	29554.7	5044.17	0.00592346	0.999982	0.999982	-0.00592346
210.667	311.333	155	71336.1	30280.8	0.281758	-0.959485	-0.959485	-0.281758
221.333	303	138	36483.1	19639.3	0.983376	-0.18158	-0.18158	-0.983376
209.667	306.333	109	50993.8	12247.5	0.157284	-0.987553	-0.987553	-0.157284
216	296	103	58257.8	5364.97	0.895641	-0.444777	-0.444777	-0.895641
205.333	311.667	142	81753	57278.9	0.949333	0.314273	0.314273	-0.949333
223.667	298.667	156	26955.9	7556.79	0.900677	0.43449	0.43449	-0.900677
205.333	292.667	39	105518	19627.4	0.987042	-0.160464	-0.160464	-0.987042
209	281.333	45	37462.7	2724.5	0.489567	0.871966	0.871966	-0.489567
215.667	311.333	126	31008.7	13050.3	0.974488	-0.224441	-0.224441	-0.974488
223.333	268.667	94	30043.6	3428.56	0.776684	0.62989	0.62989	-0.776684
193.667	258.667	17	12340.2	1325.84	0.248968	-0.968512	-0.968512	-0.248968
229.333	257.667	69	37345	4777.43	0.263365	0.964696	0.964696	-0.263365
229.667	254.333	73	76229	4726.94	0.33996	0.94044	0.94044	-0.33996
227.333	268	100	13990.5	2187.45	0.454389	0.890803	0.890803	-0.454389
228.333	265	94	26098.2	1190.59	0.561231	0.827659	0.827659	-0.561231
232.333	265.333	109	16930.9	3487.08	0.38583	0.92257	0.92257	-0.38583
229	270	99	5741.68	512.39	0.30879	-0.95113	-0.95113	-0.30879
233.667	260	81	24468.9	5291.08	0.517965	0.855402	0.855402	-0.517965
226	274.333	112	14148.5	2543.8	0.0527412	-0.998608	-0.998608	-0.0527412
234.667	263.333	105	23842.2	3621.12	0.557849	0.829943	0.829943	-0.557849
241.333	262.667	116	22849.8	902.097	0.722633	0.691231	0.691231	-0.722633
239	266.667	118	13906.1	7846.48	0.993513	0.113715	0.113715	-0.993513
238.667	264.333	116	17728.7	4286.86	0.619714	0.784828	0.784828	-0.619714
240	271	123	15254.3	4074.17	0.998899	0.0469096	0.0469096	-0.998899
234	268.333	100	6997.67	860.681	0.218483	-0.975841	-0.975841	-0.218483
240.333	260	99	31478	1196.2	0.599093	0.80068	0.80068	-0.599093
236.667	258.333	74	28172	5062.48	0.446668	0.8947	0.8947	-0.446668
235.333	254.667	47	58575.6	4324.72	0.447087	0.89449	0.89449	-0.447087
236.667	268.667	103	11013.2	3627.48	0.925788	-0.378044	-0.378044	-0.925788
225.667	277.667	122	12797.2	9003.26	0.0778019	0.996969	0.996969	-0.0778019
232.667	278.667	115	18233.9	2136.09	0.503427	0.864038	0.864038	-0.503427
226.667	284.667	121	19123.6	2744.1	0.987959	0.154713	0.154713	-0.987959
222	284	147	57001.9	1259.03	0.999889	0.014916	0.014916	-0.999889
229.333	279.333	113	12415.7	5672.67	0.82105	0.570857	0.570857	-0.82105
229.667	282.667	124	16692	3912.46	0.75466	0.656116	0.656116	-0.75466
231	273.333	103	3696.9	649.391	0.735351	-0.677687	-0.677687	-0.735351
228.333	273.333	108	5215.73	579.442	0.594946	-0.803766	-0.803766	-0.594946
234	277	107	15698.1	3037.44	0.691015	0.72284	0.72284	-0.691015
237	271.333	105	14547.4	2590.72	0.989877	0.141925	0.141925	-0.989877
237.333	277.667	125	22097.2	1733.94	0.589327	0.807895	0.807895	-0.589327
233.667	274.333	98	7826.95	2069.89	0.897958	0.440081	0.440081	-0.897958
239	284	164	25447.7	5145.65	0.516801	0.856105	0.856105	-0.516801
237.333	280.333	134	23990.8	618.296	0.512097	0.858928	0.858928	-0.512097
240	281.667	151	30472.1	908.571	0.395146	0.918618	0.918618	-0.395146
233.667	283.333	139	21017.1	586.993	0.573518	0.819193	0.819193	-0.573518
240	277.667	133	21140.2	2508.3	0.472692	0.881228	0.881228	-0.472692
235	280.667	133	25965.3	391.372	0.533029	0.846097	0.846097	-0.533029
231.667	270	96	3961.45	843.743	0.279792	-0.960061	-0.960061	-0.279792
235	285.333	146	16400.8	2668.34	0.799239	0.601014	0.601014	-0.799239
241.333	267.667	130	14636.6	5025.02	0.99556	0.0941338	0.0941338	-0.99556
226.333	259	64	33431.5	2058.74	0.358812	0.93341	0.93341	-0.358812
246	259.333	116	29334.8	1290.77	0.56761	0.823298	0.823298	-0.56761
248.333	262.333	138	18656.8	922.641	0.115324	0.993328	0.993328	-0.115324
246	265	141	7695.38	1448.49	0.645276	0.763949	0.763949	-0.645276
246.333	262.667	138	15594	1881.83	0.445159	0.895452	0.895452	-0.445159
248.667	267.333	136	12115.8	2039.63	0.915164	0.403082	0.403082	-0.915164
243.333	267.667	139	8059.09	2827.86	0.772655	0.634826	0.634826	-0.772655
248	259	120	29906.4	2822.74	0.387304	0.921952	0.921952	-0.387304
243	258	100	37627.2	664.137	0.584819	0.811164	0.811164	-0.584819
249.667	256	117	26000.9	3087.81	0.476642	0.879098	0.879098	-0.476642
251.667	258.333	120	20451.8	2762.99	0.0324989	0.999472	0.999472	-0.0324989
255.333	263	142	42009.6	3309.55	0.309964	0.950748	0.950748	-0.309964
252	264	147	18848.4	3164.9	0.159705	0.987165	0.987165	-0.159705
255.667	267.333	172	19906.1	3833.9	0.76252	0.646965	0.646965	-0.76252
251.667	266.333	146	20151.6	4073.52	0.749852	0.661606	0.661606	-0.749852
257.667	265	168	36216.4	1341.78	0.398414	0.917206	0.917206	-0.398414
255	270.333	175	24704	1994.7	0.924802	0.380449	0.380449	-0.924802
261.333	263	168	49181.5	812.514	0.348231	0.937409	0.937409	-0.348231
250.333	262.667	146	19716.9	311.366	0.113292	-0.993562	-0.993562	-0.113292
254.333	258.667	117	36554.8	3386.09	0.298931	0.954275	0.954275	-0.298931
248	269.333	136	12209.8	1824.53	0.911959	0.410281	0.410281	-0.911959
244	273.333	128	11909.8	1905.12	0.114447	0.993429	0.993429	-0.114447
245	269.667	136	3820.12	1375.41	0.436987	-0.899468	-0.899468	-0.436987
244.333	281.667	160	41858.1	184.989	0.253122	0.967434	0.967434	-0.253122
246	279.667	154	36671.7	2067.58	0.364968	0.93102	0.93102	-0.364968
245	285	190	43417.7	376.658	0.263872	0.964558	0.964558	-0.263872
242	280.333	150	32238.5	241.409	0.307706	0.951481	0.951481	-0.307706
245.667	275.667	133	22176.6	1754.4	0.46038	0.887722	0.887722	-0.46038
241	274.667	126	14687.5	4485.71	0.478658	0.878002	0.878002	-0.478658
250.667	277	167	34323	3254.49	0.871188	0.490949	0.490949	-0.871188
249	274	136	25052	3288.04	0.786836	0.617162	0.617162	-0.786836
250.333	271.333	145	24855.9	2206.92	0.918993	0.394274	0.394274	-0.918993
254.667	276.333	188	26809.8	2177.89	0.917209	0.398406	0.398406	-0.917209
255	282.667	207	11286.1	4409.3	0.978923	0.20423	0.20423	-0.978923
256.667	279.333	206	14027.4	2446.28	0.895462	0.445137	0.445137	-0.895462
257.667	286.333	199	27672.4	2133.18	0.147123	0.989118	0.989118	-0.147123
251	282.667	189	21818.1	9554.99	0.40902	0.912525	0.912525	-0.40902
261	287	190	32075.8	2239.72	0.137056	0.990563	0.990563	-0.137056
248.667	280	163	33150.7	7590.58	0.582875	0.812562	0.812562	-0.582875
257.667	272.333	187	16558.3	2827.83	0.856902	0.51548	0.51548	-0.856902
240.333	286	175	28965.9	6641.29	0.652826	0.757508	0.757508	-0.652826
261.667	272	190	11576.1	1030.43	0.293144	0.956068	0.956068	-0.293144
243.667	265	138	14177.5	536.795	0.746648	0.66522	0.66522	-0.746648
241.667	254.333	65	36294.6	2176.46	0.476698	0.879067	0.879067	-0.476698
251.333	285.667	192	20938.8	3920.31	0.000443283	-1	-1	-0.000443283
229.333	291	137	23393.8	406.013	0.546751	0.837295	0.837295	-0.546751
227	288.667	124	17708.4	5076.18	0.849685	0.527291	0.527291	-0.849685
228	296.667	155	11424.6	2242.58	0.66428	0.747483	0.747483	-0.66428
229	294	153	20821.2	2288.66	0.55535	0.831617	0.831617	-0.55535
231.667	293.667	164	22355	2484.38	0.521111	0.853489	0.853489	-0.521111
230	299	156	11058.3	4558.9	0.0467376	-0.998907	-0.998907	-0.0467376
232	290.667	145	24937.1	592.163	0.519165	0.854674	0.854674	-0.519165
224.333	302.333	153	24110.3	16196.3	0.667198	-0.744881	-0.744881	-0.667198
238	293.333	172	16755	11271.7	0.624733	-0.780839	-0.780839	-0.624733
234	288.333	147	17125.2	3590.66	0.722955	0.690895	0.690895	-0.722955
235.333	299	167	32907.8	587.689	0.0975323	-0.995232	-0.995232	-0.0975323
235	296	173	20263.1	2448.61	0.136639	0.990621	0.990621	-0.136639
237.667	299.667	159	37725.3	436.701	0.0871051	-0.996199	-0.996199	-0.0871051
231	301	147	22151.7	2002.51	0.0581982	0.998305	0.998305	-0.0581982
240.667	298.667	158	24819.9	4948.3	0.382658	-0.92389	-0.92389	-0.382658
232	296	171	18461	5110.46	0.208889	0.977939	0.977939	-0.208889
237.333	289	162	25001	4199.33	0.775876	0.630885	0.630885	-0.775876
233.333	301	146	41632.7	1259.59	0.0333876	-0.999442	-0.999442	-0.0333876
226.667	304.333	160	50085.7	9847.26	0.352698	0.935737	0.935737	-0.352698
229.667	303	145	48296	2670.58	0.48083	0.876814	0.876814	-0.48083
229	309	117	93514.9	3820.52	0.393977	0.91912	0.91912	-0.393977
226.333	307.667	125	69433.5	9702.15	0.378952	0.925416	0.925416	-0.378952
232	307.333	115	90080.4	6333.92	0.435466	0.900205	0.900205	-0.435466
230.333	312	83	62023.4	1615.07	0.286825	0.957983	0.957983	-0.286825
232.333	304.667	117	65039.7	4208.44	0.527237	0.849718	0.849718	-0.527237
221.667	311.333	129	23278.7	15370.3	0.0989122	0.995096	0.995096	-0.0989122
238.333	304.333	126	45704.5	7458.94	0.244702	0.969598	0.969598	-0.244702
234.667	303	128	45472	7527.09	0.238261	0.971201	0.971201	-0.238261
240.667	304.333	134	38133.1	2717.9	0.0594315	-0.998232	-0.998232	-0.0594315
238.333	306.667	158	142180	11154.7	0.0208675	-0.999782	-0.999782	-0.0208675
237.333	310.667	77	187783	5724.64	0.0544473	-0.998517	-0.998517	-0.0544473
236.667	308.333	143	194542	10962.4	0.0148234	-0.99989	-0.99989	-0.0148234
239.333	312	91	123705	5122.96	0.100036	-0.994984	-0.994984	-0.100036
234	311.667	71	113458	1712.37	0.0759782	0.997109	0.997109	-0.0759782
240.667	306.667	160	138162	2860.52	0.10335	-0.994645	-0.994645	-0.10335
234.333	308.667	117	122275	8066.92	0.158606	0.987342	0.987342	-0.158606
236.667	303	129	46608.7	8547.72	0.147681	0.989035	0.989035	-0.147681
224.667	310.667	121	40387.6	16090	0.366573	0.930389	0.930389	-0.366573
238.667	291	178	23036.7	15024.3	0.909639	0.415399	0.415399	-0.909639
225.333	296.333	151	24862.8	513.883	0.590362	0.807139	0.807139	-0.590362
246.333	292.333	218	21451	5930.5	0.103965	-0.994581	-0.994581	-0.103965
243	287	188	36141.4	3994.8	0.469981	0.882676	0.882676	-0.469981
242.667	296.333	177	25345.4	2347.23	0.642662	-0.76615	-0.76615	-0.642662
243.667	292	211	28956.1	9753.21	0.594775	-0.803892	-0.803892	-0.594775
245.667	298	189	42064.3	1772.95	0.676206	-0.736713	-0.736713	-0.676206
242	302	144	29326.8	5123.31	0.430558	-0.902563	-0.902563	-0.430558
247.667	290.333	217	20070.6	1889.22	0.149674	0.988735	0.988735	-0.149674
242.333	290	202	22121	17143.9	0.844648	0.535322	0.535322	-0.844648
254.667	288.667	190	14910.7	8247.91	0.671654	0.740865	0.740865	-0.671654
257	289.333	185	37113.8	6669.04	0.360543	0.932742	0.932742	-0.360543
257.333	292.333	168	38033.8	16240.2	0.544281	0.838903	0.838903	-0.544281
255	291.667	183	23994.2	9655.57	0.976327	0.216298	0.216298	-0.976327
252.333	295	201	14347	5997.69	0.999615	0.0277514	0.0277514	-0.999615
252.333	292	205	16540.2	5992.58	0.970831	-0.239764	-0.239764	-0.970831
255.333	297	189	26822.6	4511.26	0.936795	-0.349879	-0.349879	-0.936795
248.667	295.333	205	14751.7	4178.42	0.403254	-0.915088	-0.915088	-0.403254
257.667	294.667	159	30751.1	23395	0.47541	-0.879764	-0.879764	-0.47541
250	290.333	213	12597.4	3099.05	0.249279	-0.968432	-0.968432	-0.249279
247	287	198	33188.7	1588.63	0.155506	0.987835	0.987835	-0.155506
248.333	298	198	31300.2	2899.69	0.619071	-0.785335	-0.785335	-0.619071
246.333	304	147	52361.1	3264.97	0.567913	-0.823089	-0.823089	-0.567913
250	304	180	122833	12050.8	0.217622	-0.976033	-0.976033	-0.217622
241.667	311	96	151925	2481.36	0.0609364	-0.998142	-0.998142	-0.0609364
245.333	307	139	60639.9	9417.15	0.196531	-0.980498	-0.980498	-0.196531
246.333	311.667	86	77669	5941.97	0.0910168	0.995849	0.995849	-0.0910168
242.333	308.333	150	152424	3716.3	0.0765667	-0.997064	-0.997064	-0.0765667
247.333	309	117	92590.7	8746.77	0.110823	-0.99384	-0.99384	-0.110823
245	301.667	150	36325.7	2714.89	0.671149	-0.741322	-0.741322	-0.671149
259.333	306.667	145	143841	5830.88	0.0620599	-0.998072	-0.998072	-0.0620599
251.667	307.333	137	125246	6999.3	0.137983	-0.990435	-0.990435	-0.137983
258.333	303.333	194	105323	13359	0.0353441	-0.999375	-0.999375	-0.0353441
257.667	309.333	108	152631	3723.06	0.0720273	-0.997403	-0.997403	-0.0720273
251.333	312.667	71	84171	7137.08	0.131146	0.991363	0.991363	-0.131146
250	309.333	113	78086.7	6181.47	0.212678	-0.977122	-0.977122	-0.212678
255	310	107	125311	1694.72	0.0031326	-0.999995	-0.999995	-0.0031326
247	314.667	78	49705.8	5635.87	0.0471489	0.998888	0.998888	-0.0471489
260	311.667	95	96154	3936.59	0.0783372	-0.996927	-0.996927	-0.0783372
251.333	301.667	190	100364	8296.71	0.120793	-0.992678	-0.992678	-0.120793
254.667	301	198	93791.1	10589.3	0.104881	-0.994485	-0.994485	-0.104881
254.333	313	90	70644.9	5103.86	0.248483	0.968636	0.968636	-0.248483
260	293.667	140	75883	12590	0.18703	-0.982354	-0.982354	-0.18703
241.667	294.333	185	27634	3204.32	0.713092	-0.70107	-0.70107	-0.713092
249.333	287	197	24769.3	3744.74	0.00615177	-0.999981	-0.999981	-0.00615177
243.667	312.333	94	45683.4	4912.82	0.203633	0.979047	0.979047	-0.203633
261	280.333	213	17323.2	2884.7	0.923511	0.383571	0.383571	-0.923511
223.333	289.333	130	17647.9	12596.5	0.335313	0.942107	0.942107	-0.335313
223.333	254	94	64406.6	8481.1	0.579283	0.815127	0.815127	-0.579283
236	312.667	83	78933.5	4671.72	0.0366066	0.99933	0.99933	-0.0366066
195	319	83	94640.9	51276.9	0.109697	0.993965	0.993965	-0.109697
195.333	314.667	145	281307	31460.4	0.30581	0.952092	0.952092	-0.30581
195.667	324.333	69	93201.8	15455.8	0.297791	-0.954631	-0.954631	-0.297791
193.667	324	71	129522	8728.23	0.051767	-0.998659	-0.998659	-0.051767
197.667	320.333	52	132196	15876.2	0.622253	0.782816	0.782816	-0.622253
197.667	323.333	73	70345	47540	0.662248	0.749284	0.749284	-0.662248
200.333	319.667	53	249673	21362.5	0.772427	0.635103	0.635103	-0.772427
193.333	326.333	32	127589	6196.53	0.0215916	-0.999767	-0.999767	-0.0215916
206	317	149	113676	42105.1	0.978939	0.204155	0.204155	-0.978939
207	314	177	67096.5	35246.7	0.582696	-0.81269	-0.81269	-0.582696
205	321	170	323779	45096.3	0.735278	0.677766	0.677766	-0.735278
204	318	113	237784	37207.8	0.928689	0.370858	0.370858	-0.928689
207.333	322	176	447501	42941.1	0.747045	0.664774	0.664774	-0.747045
201.667	322.667	121	199835	59905.7	0.788542	0.614981	0.614981	-0.788542
207	326.667	68	193467	33546.9	0.276406	0.961041	0.961041	-0.276406
201.667	317.333	93	195258	59837.8	0.860125	0.510083	0.510083	-0.860125
200.667	314.667	102	118373	54828.2	0.575207	0.818008	0.818008	-0.575207
204	323.333	150	260425	77259.9	0.561063	0.827773	0.827773	-0.561063
197	331.667	30	20351.7	4340.7	0.582033	0.813166	0.813166	-0.582033
195.333	326.667	27	89520.8	14672	0.255324	-0.966856	-0.966856	-0.255324
196.667	335	14	13932	3997.76	0.276398	-0.961043	-0.961043	-0.276398
195.333	332.333	27	13732.8	7668.95	0.0882348	-0.9961	-0.9961	-0.0882348
198.667	333.333	22	27190.9	1771.17	0.487497	0.873125	0.873125	-0.487497
198	335	11	17141.7	3934.18	0.446315	0.894876	0.894876	-0.446315
197.333	329	37	41772.2	15385.7	0.527864	-0.849329	-0.849329	-0.527864
193.333	334.333	9	17380.9	4828.33	0.285427	-0.9584	-0.9584	-0.285427
204.333	326.333	95	215290	28971.3	0.126727	0.991938	0.991938	-0.126727
207	329	58	105884	21919.2	0.277185	-0.960816	-0.960816	-0.277185
204.667	331.667	9	88035	6863.17	0.257539	-0.966268	-0.966268	-0.257539
202	329	43	102757	7297.91	0.220836	-0.975311	-0.975311	-0.220836
202.333	332	13	50281.5	9620.55	0.0162697	0.999868	0.999868	-0.0162697
205.333	333.667	14	58611.2	7782.46	0.227766	-0.973716	-0.973716	-0.227766
203.667	335.667	27	22674.9	6213.54	0.534537	0.845145	0.845145	-0.534537
200.667	333.667	2	29460.2	707.456	0.603169	0.797613	0.797613	-0.603169
207.333	332.667	11	100566	2707.26	0.359501	-0.933145	-0.933145	-0.359501
200	328	49	98509.1	10847.2	0.380674	-0.924709	-0.924709	-0.380674
200	324.667	90	110368	55250.4	0.074368	-0.997231	-0.997231	-0.074368
201.333	335.333	5	25518.9	2139.71	0.720655	0.693294	0.693294	-0.720655
208	319.667	176	346092	13946.5	0.843705	0.536808	0.536808	-0.843705
193.667	331.667	24	13159.6	6607.48	0.811704	-0.584069	-0.584069	-0.811704
211.333	318	164	196289	25993.7	0.521678	0.853143	0.853143	-0.521678
214.667	314.667	138	64168.2	20328.6	0.92967	0.368394	0.368394	-0.92967
211	325.333	23	365671	25425.8	0.846854	0.531826	0.531826	-0.846854
210.333	320	145	382583	44691.7	0.719854	0.694125	0.694125	-0.719854
212.333	322	45	412372	129620	0.833338	0.552763	0.552763	-0.833338
208.667	330	62	110823	21902.4	0.387948	-0.921681	-0.921681	-0.387948
214	318.667	119	193690	20506.2	0.543316	0.839528	0.839528	-0.543316
211.667	316	173	67764.4	28289.7	0.939629	0.342196	0.342196	-0.939629
219	317	134	13652.3	8452.79	0.609843	-0.792522	-0.792522	-0.609843
216	316.333	133	55779.4	4451.57	0.779108	0.626889	0.626889	-0.779108
